user_id,transaction_type,amount,balance_before,balance_after,timestamp,is_anomaly
user_7,retiro,9664.48,193639.9,183975.41999999998,2023-01-01 01:04:00,0
user_46,retiro,9738.37,422943.62,413205.25,2023-01-01 01:05:00,0
user_34,retiro,16210.78,499391.2,483180.42,2023-01-01 01:06:00,0
user_77,retiro,16228.72,450648.33,434419.61000000004,2023-01-01 01:07:00,0
user_80,retiro,23089.45,390334.07,367244.62,2023-01-01 01:08:00,0
user_35,recarga,8621.34,376278.91,384900.25,2023-01-01 01:09:00,0
user_49,recarga,13658.57,328621.93,342280.5,2023-01-01 01:10:00,0
user_3,recarga,17109.52,428272.57,445382.09,2023-01-01 01:11:00,0
user_1,recarga,1096.58,251609.81,252706.38999999998,2023-01-01 01:12:00,0
user_5,recarga,12136.64,99047.46,111184.1,2023-01-01 01:13:00,0
user_53,recarga,16277.81,386344.36,402622.17,2023-01-01 01:14:00,0
user_3,retiro,18670.1,460558.12,441888.02,2023-01-01 01:15:00,0
user_53,recarga,16574.45,177262.62,193837.07,2023-01-01 01:16:00,0
user_92,recarga,26687.28,393661.82,420349.1,2023-01-01 01:17:00,0
user_62,recarga,27914.86,144124.12,172038.97999999998,2023-01-01 01:18:00,0
user_17,retiro,21323.77,471874.13,450550.36,2023-01-01 01:19:00,0
user_89,recarga,4920.98,344895.89,349816.87,2023-01-01 01:20:00,0
user_43,recarga,15792.55,288945.23,304737.77999999997,2023-01-01 01:21:00,0
user_33,retiro,2271.25,392136.38,389865.13,2023-01-01 01:22:00,0
user_73,retiro,1000.0,408483.27,407483.27,2023-01-01 01:23:00,0
user_61,recarga,4970018.15,447261.25,5417279.4,2023-01-01 01:24:00,1
user_99,recarga,13842.64,451548.57,465391.21,2023-01-01 01:25:00,0
user_13,recarga,40443.24,35818.5,76261.73999999999,2023-01-01 01:26:00,0
user_94,retiro,14761.53,70224.73,55463.2,2023-01-01 01:27:00,0
user_47,recarga,30838.21,414769.83,445608.04000000004,2023-01-01 01:28:00,0
user_14,recarga,19721.03,473565.31,493286.33999999997,2023-01-01 01:29:00,0
user_71,recarga,8535.46,160759.21,169294.66999999998,2023-01-01 01:30:00,0
user_77,recarga,47998.24,14214.89,62213.13,2023-01-01 01:31:00,0
user_86,retiro,2189.85,168125.54,165935.69,2023-01-01 01:32:00,0
user_61,recarga,23762.02,197603.43,221365.44999999998,2023-01-01 01:33:00,0
user_39,recarga,25345.08,382906.35,408251.43,2023-01-01 01:34:00,0
user_84,recarga,24569.56,33316.49,57886.05,2023-01-01 01:35:00,0
user_79,recarga,41520.73,114193.72,155714.45,2023-01-01 01:36:00,0
user_81,recarga,37859.44,448044.61,485904.05,2023-01-01 01:37:00,0
user_52,retiro,5620.64,85862.0,80241.36,2023-01-01 01:38:00,0
user_23,retiro,26050.76,382031.35,355980.58999999997,2023-01-01 01:39:00,0
user_25,retiro,34134.62,187042.1,152907.48,2023-01-01 01:40:00,0
user_88,retiro,2591.04,334703.51,332112.47000000003,2023-01-01 01:41:00,0
user_59,retiro,10311.57,46184.79,35873.22,2023-01-01 01:42:00,0
user_40,recarga,30366.06,150413.39,180779.45,2023-01-01 01:43:00,0
user_28,retiro,7052.4,218146.97,211094.57,2023-01-01 01:44:00,0
user_14,retiro,12825.0,430034.19,417209.19,2023-01-01 01:45:00,0
user_44,retiro,16407.02,286112.97,269705.94999999995,2023-01-01 01:46:00,0
user_64,recarga,34362.01,32160.39,66522.4,2023-01-01 01:47:00,0
user_88,recarga,34701.03,402914.62,437615.65,2023-01-01 01:48:00,0
user_70,retiro,22589.89,36715.53,14125.64,2023-01-01 01:49:00,0
user_8,retiro,14373.48,467839.62,453466.14,2023-01-01 01:50:00,0
user_87,retiro,6690.76,113741.55,107050.79000000001,2023-01-01 01:51:00,0
user_0,recarga,40515.03,249083.81,289598.83999999997,2023-01-01 01:52:00,0
user_7,recarga,26249.54,45417.67,71667.20999999999,2023-01-01 01:53:00,0
user_87,recarga,22513.31,285239.07,307752.38,2023-01-01 01:54:00,0
user_62,retiro,7145.66,253642.06,246496.4,2023-01-01 01:55:00,0
user_10,recarga,19863.37,211021.78,230885.15,2023-01-01 01:56:00,0
user_80,recarga,13204.86,27430.73,40635.59,2023-01-01 01:57:00,0
user_7,retiro,10262.98,440678.83,430415.85000000003,2023-01-01 01:58:00,0
user_34,recarga,16373.38,403291.93,419665.31,2023-01-01 01:59:00,0
user_34,retiro,9528.25,320184.71,310656.46,2023-01-01 02:00:00,0
user_32,recarga,6033.75,290392.69,296426.44,2023-01-01 02:01:00,0
user_4,retiro,23183.08,350523.75,327340.67,2023-01-01 02:02:00,0
user_40,recarga,21433.9,80555.11,101989.01000000001,2023-01-01 02:03:00,0
user_27,retiro,10710.95,466995.68,456284.73,2023-01-01 02:04:00,0
user_6,retiro,19075.59,149489.91,130414.32,2023-01-01 02:05:00,0
user_72,recarga,29283.45,331680.23,360963.68,2023-01-01 02:06:00,0
user_71,recarga,20224.02,307310.28,327534.30000000005,2023-01-01 02:07:00,0
user_11,recarga,20523.43,321940.85,342464.27999999997,2023-01-01 02:08:00,0
user_33,retiro,17880.82,440686.54,422805.72,2023-01-01 02:09:00,0
user_32,retiro,14176.69,154996.49,140819.8,2023-01-01 02:10:00,0
user_47,recarga,8055.41,376984.61,385040.01999999996,2023-01-01 02:11:00,0
user_22,retiro,14263.76,303211.62,288947.86,2023-01-01 02:12:00,0
user_61,recarga,22880.91,47269.56,70150.47,2023-01-01 02:13:00,0
user_87,retiro,8382.03,212935.79,204553.76,2023-01-01 02:14:00,0
user_36,retiro,18188.41,420596.27,402407.86000000004,2023-01-01 02:15:00,0
user_98,recarga,40001.53,164520.22,204521.75,2023-01-01 02:16:00,0
user_43,recarga,25154.58,246309.3,271463.88,2023-01-01 02:17:00,0
user_85,recarga,15465.37,249432.9,264898.27,2023-01-01 02:18:00,0
user_90,recarga,31470.69,312824.83,344295.52,2023-01-01 02:19:00,0
user_34,recarga,17571.37,443168.75,460740.12,2023-01-01 02:20:00,0
user_64,recarga,22512.09,95034.21,117546.3,2023-01-01 02:21:00,0
user_98,recarga,6636.29,257262.27,263898.56,2023-01-01 02:22:00,0
user_46,recarga,4913.36,217890.96,222804.31999999998,2023-01-01 02:23:00,0
user_77,recarga,25536.56,155000.84,180537.4,2023-01-01 02:24:00,0
user_2,recarga,31037.29,460608.01,491645.3,2023-01-01 02:25:00,0
user_0,recarga,39456.68,14003.84,53460.520000000004,2023-01-01 02:26:00,0
user_4,retiro,4074.62,69831.35,65756.73000000001,2023-01-01 02:27:00,0
user_89,retiro,15709.02,369338.78,353629.76,2023-01-01 02:28:00,0
user_13,recarga,33144.47,139086.39,172230.86000000002,2023-01-01 02:29:00,0
user_26,recarga,15088.37,364357.84,379446.21,2023-01-01 02:30:00,0
user_8,retiro,5141.25,417804.27,412663.02,2023-01-01 02:31:00,0
user_78,retiro,11130.62,134761.85,123631.23000000001,2023-01-01 02:32:00,0
user_14,recarga,31421.83,104052.7,135474.53,2023-01-01 02:33:00,0
user_89,recarga,41673.6,81197.31,122870.91,2023-01-01 02:34:00,0
user_41,recarga,31006.62,108043.42,139050.04,2023-01-01 02:35:00,0
user_76,recarga,1000.0,140920.84,141920.84,2023-01-01 02:36:00,0
user_50,recarga,23225.6,435687.41,458913.00999999995,2023-01-01 02:37:00,0
user_62,recarga,4331.98,387302.16,391634.13999999996,2023-01-01 02:38:00,0
user_95,retiro,16332.4,10903.72,-5428.68,2023-01-01 02:39:00,0
user_51,recarga,20936.28,438318.38,459254.66000000003,2023-01-01 02:40:00,0
user_95,recarga,14163.05,48618.03,62781.08,2023-01-01 02:41:00,0
user_3,recarga,9723.97,331080.15,340804.12,2023-01-01 02:42:00,0
user_93,recarga,14696.68,84222.64,98919.32,2023-01-01 02:43:00,0
user_22,recarga,16628.39,40515.15,57143.54,2023-01-01 02:44:00,0
user_14,recarga,18682.95,382287.64,400970.59,2023-01-01 02:45:00,0
user_42,retiro,7524.48,238929.53,231405.05,2023-01-01 02:46:00,0
user_28,recarga,25852.51,303540.63,329393.14,2023-01-01 02:47:00,0
user_35,retiro,20857.5,218422.98,197565.48,2023-01-01 02:48:00,0
user_12,retiro,18199.22,42914.21,24714.989999999998,2023-01-01 02:49:00,0
user_31,recarga,19617.61,372412.9,392030.51,2023-01-01 02:50:00,0
user_70,recarga,29244.91,411972.05,441216.95999999996,2023-01-01 02:51:00,0
user_58,recarga,16955.19,30296.07,47251.259999999995,2023-01-01 02:52:00,0
user_85,retiro,1000.0,194101.43,193101.43,2023-01-01 02:53:00,0
user_27,retiro,14791.21,283085.1,268293.88999999996,2023-01-01 02:54:00,0
user_65,retiro,26886.01,306539.88,279653.87,2023-01-01 02:55:00,0
user_41,recarga,13060.58,293294.94,306355.52,2023-01-01 02:56:00,0
user_44,retiro,14738.08,349540.92,334802.83999999997,2023-01-01 02:57:00,0
user_61,recarga,17478.62,483739.94,501218.56,2023-01-01 02:58:00,0
user_56,recarga,44730.0,201387.4,246117.4,2023-01-01 02:59:00,0
user_5,recarga,17872.6,282745.55,300618.14999999997,2023-01-01 03:00:00,0
user_27,recarga,11765.66,352548.53,364314.19,2023-01-01 03:01:00,0
user_27,retiro,24130.63,300287.67,276157.04,2023-01-01 03:02:00,0
user_43,recarga,20588.04,199508.0,220096.04,2023-01-01 03:03:00,0
user_83,recarga,17818.81,315798.85,333617.66,2023-01-01 03:04:00,0
user_29,recarga,13897.18,328554.65,342451.83,2023-01-01 03:05:00,0
user_61,retiro,20175.92,296634.55,276458.63,2023-01-01 03:06:00,0
user_74,retiro,11679.44,110504.22,98824.78,2023-01-01 03:07:00,0
user_91,recarga,27880.85,257930.87,285811.72,2023-01-01 03:08:00,0
user_88,recarga,15206.66,443334.84,458541.5,2023-01-01 03:09:00,0
user_61,recarga,10122.97,435614.92,445737.88999999996,2023-01-01 03:10:00,0
user_96,retiro,4916307.24,377886.08,-4538421.16,2023-01-01 03:11:00,1
user_0,recarga,10545.31,351625.8,362171.11,2023-01-01 03:12:00,0
user_26,recarga,16278.65,85106.78,101385.43,2023-01-01 03:13:00,0
user_61,recarga,19409.6,235137.69,254547.29,2023-01-01 03:14:00,0
user_76,recarga,17291.89,64366.14,81658.03,2023-01-01 03:15:00,0
user_2,retiro,7413.3,410469.38,403056.08,2023-01-01 03:16:00,0
user_69,recarga,24913.65,152611.17,177524.82,2023-01-01 03:17:00,0
user_71,recarga,7623.57,385764.27,393387.84,2023-01-01 03:18:00,0
user_26,recarga,4194378.53,409143.66,4603522.19,2023-01-01 03:19:00,1
user_8,recarga,23914.77,447323.09,471237.86000000004,2023-01-01 03:20:00,0
user_61,retiro,4342.08,379376.74,375034.66,2023-01-01 03:21:00,0
user_36,recarga,22888.06,286717.21,309605.27,2023-01-01 03:22:00,0
user_96,retiro,14067.25,303110.61,289043.36,2023-01-01 03:23:00,0
user_50,retiro,2563.17,167085.32,164522.15,2023-01-01 03:24:00,0
user_43,recarga,2243.28,96728.13,98971.41,2023-01-01 03:25:00,0
user_23,recarga,26480.78,74011.74,100492.52,2023-01-01 03:26:00,0
user_78,recarga,34099.05,99191.53,133290.58000000002,2023-01-01 03:27:00,0
user_58,retiro,15351.9,467636.42,452284.51999999996,2023-01-01 03:28:00,0
user_31,recarga,7739.32,90572.29,98311.60999999999,2023-01-01 03:29:00,0
user_95,recarga,18540.48,364631.35,383171.82999999996,2023-01-01 03:30:00,0
user_87,recarga,19509.34,100467.99,119977.33,2023-01-01 03:31:00,0
user_51,retiro,26266.15,487891.99,461625.83999999997,2023-01-01 03:32:00,0
user_61,recarga,18353.71,189626.42,207980.13,2023-01-01 03:33:00,0
user_57,recarga,12846.06,211946.85,224792.91,2023-01-01 03:34:00,0
user_51,recarga,22171.76,208210.67,230382.43000000002,2023-01-01 03:35:00,0
user_11,recarga,16624.98,410065.0,426689.98,2023-01-01 03:36:00,0
user_38,retiro,15216.62,116962.36,101745.74,2023-01-01 03:37:00,0
user_1,recarga,11904.33,417202.12,429106.45,2023-01-01 03:38:00,0
user_2,retiro,15858.86,331958.84,316099.98000000004,2023-01-01 03:39:00,0
user_55,retiro,11445.25,117937.28,106492.03,2023-01-01 03:40:00,0
user_80,recarga,42725.28,42049.7,84774.98,2023-01-01 03:41:00,0
user_58,retiro,4493.54,389746.35,385252.81,2023-01-01 03:42:00,0
user_1,recarga,19280.74,117291.89,136572.63,2023-01-01 03:43:00,0
user_1,recarga,30551.27,445642.75,476194.02,2023-01-01 03:44:00,0
user_91,retiro,16506.75,73594.79,57088.03999999999,2023-01-01 03:45:00,0
user_53,recarga,25081.79,312018.64,337100.43,2023-01-01 03:46:00,0
user_86,retiro,17141.44,349162.51,332021.07,2023-01-01 03:47:00,0
user_95,recarga,32565.04,332274.18,364839.22,2023-01-01 03:48:00,0
user_96,retiro,2319.52,164854.61,162535.09,2023-01-01 03:49:00,0
user_0,recarga,40759.54,439006.53,479766.07,2023-01-01 03:50:00,0
user_18,recarga,17706.95,387204.61,404911.56,2023-01-01 03:51:00,0
user_1,recarga,35790.34,260001.11,295791.44999999995,2023-01-01 03:52:00,0
user_52,retiro,10880.12,305613.58,294733.46,2023-01-01 03:53:00,0
user_43,retiro,22970.06,287521.9,264551.84,2023-01-01 03:54:00,0
user_89,recarga,23369.94,473882.3,497252.24,2023-01-01 03:55:00,0
user_31,retiro,8267.11,449242.49,440975.38,2023-01-01 03:56:00,0
user_69,recarga,18680.63,125393.67,144074.3,2023-01-01 03:57:00,0
user_31,recarga,19189.38,138752.29,157941.67,2023-01-01 03:58:00,0
user_67,retiro,28336.53,490904.66,462568.13,2023-01-01 03:59:00,0
user_54,retiro,25810.64,125914.74,100104.1,2023-01-01 04:00:00,0
user_74,retiro,23471.33,477204.87,453733.54,2023-01-01 04:01:00,0
user_55,retiro,8990.07,328379.32,319389.25,2023-01-01 04:02:00,0
user_16,recarga,9921.45,34553.63,44475.08,2023-01-01 04:03:00,0
user_37,retiro,24717.08,174506.33,149789.25,2023-01-01 04:04:00,0
user_23,recarga,14153.49,243315.5,257468.99,2023-01-01 04:05:00,0
user_68,recarga,34211.79,418215.52,452427.31,2023-01-01 04:06:00,0
user_97,recarga,5181.48,171006.85,176188.33000000002,2023-01-01 04:07:00,0
user_69,recarga,27890.17,162183.37,190073.53999999998,2023-01-01 04:08:00,0
user_85,recarga,28793.47,460929.0,489722.47,2023-01-01 04:09:00,0
user_10,recarga,44528.62,48726.83,93255.45000000001,2023-01-01 04:10:00,0
user_15,recarga,30383.55,280245.4,310628.95,2023-01-01 04:11:00,0
user_96,recarga,29545.8,257077.24,286623.04,2023-01-01 04:12:00,0
user_72,recarga,2370883.11,38094.03,2408977.1399999997,2023-01-01 04:13:00,1
user_58,recarga,20008.57,53002.02,73010.59,2023-01-01 04:14:00,0
user_69,recarga,28522.0,197164.04,225686.04,2023-01-01 04:15:00,0
user_79,retiro,20903.59,75739.0,54835.41,2023-01-01 04:16:00,0
user_92,retiro,4007.26,244255.23,240247.97,2023-01-01 04:17:00,0
user_2,retiro,14067.65,308355.55,294287.89999999997,2023-01-01 04:18:00,0
user_19,recarga,48832.11,348784.38,397616.49,2023-01-01 04:19:00,0
user_58,retiro,7141.18,277770.33,270629.15,2023-01-01 04:20:00,0
user_35,recarga,20990.02,196033.41,217023.43,2023-01-01 04:21:00,0
user_18,recarga,19078.83,73581.73,92660.56,2023-01-01 04:22:00,0
user_89,recarga,21337.43,131267.85,152605.28,2023-01-01 04:23:00,0
user_66,retiro,18201.11,215516.62,197315.51,2023-01-01 04:24:00,0
user_18,recarga,20870.55,462816.1,483686.64999999997,2023-01-01 04:25:00,0
user_19,recarga,21891.78,109274.28,131166.06,2023-01-01 04:26:00,0
user_95,recarga,17503.5,212538.67,230042.17,2023-01-01 04:27:00,0
user_70,retiro,15631.13,368831.34,353200.21,2023-01-01 04:28:00,0
user_51,retiro,20405.26,355549.64,335144.38,2023-01-01 04:29:00,0
user_32,recarga,7738.53,483140.37,490878.9,2023-01-01 04:30:00,0
user_39,recarga,24476.72,103541.64,128018.36,2023-01-01 04:31:00,0
user_38,recarga,39793.84,18094.61,57888.45,2023-01-01 04:32:00,0
user_81,retiro,29317.05,167938.4,138621.35,2023-01-01 04:33:00,0
user_0,recarga,9587.95,83349.38,92937.33,2023-01-01 04:34:00,0
user_10,retiro,5825.12,278749.84,272924.72000000003,2023-01-01 04:35:00,0
user_91,recarga,20455.61,450401.74,470857.35,2023-01-01 04:36:00,0
user_56,retiro,3873.76,347231.15,343357.39,2023-01-01 04:37:00,0
user_88,recarga,12710.34,76541.44,89251.78,2023-01-01 04:38:00,0
user_49,recarga,20097.71,66884.11,86981.82,2023-01-01 04:39:00,0
user_22,recarga,34005.54,456610.41,490615.94999999995,2023-01-01 04:40:00,0
user_30,recarga,21307.72,248928.68,270236.4,2023-01-01 04:41:00,0
user_93,recarga,21432.02,462599.77,484031.79000000004,2023-01-01 04:42:00,0
user_41,retiro,15100.04,370746.68,355646.64,2023-01-01 04:43:00,0
user_98,recarga,27870.33,496740.75,524611.08,2023-01-01 04:44:00,0
user_6,retiro,18228.87,436901.59,418672.72000000003,2023-01-01 04:45:00,0
user_15,retiro,1000.0,212963.97,211963.97,2023-01-01 04:46:00,0
user_89,recarga,22023.81,381531.64,403555.45,2023-01-01 04:47:00,0
user_59,retiro,14400.54,240901.8,226501.25999999998,2023-01-01 04:48:00,0
user_1,retiro,14943.2,124205.42,109262.22,2023-01-01 04:49:00,0
user_0,recarga,23752.69,128104.34,151857.03,2023-01-01 04:50:00,0
user_47,retiro,13356.22,204687.85,191331.63,2023-01-01 04:51:00,0
user_11,recarga,35600.39,64618.45,100218.84,2023-01-01 04:52:00,0
user_68,recarga,7827.56,97105.48,104933.04,2023-01-01 04:53:00,0
user_36,retiro,1469.03,255298.26,253829.23,2023-01-01 04:54:00,0
user_31,recarga,28365.35,477422.01,505787.36,2023-01-01 04:55:00,0
user_8,recarga,10573.97,293066.31,303640.27999999997,2023-01-01 04:56:00,0
user_98,recarga,4319.39,210163.41,214482.80000000002,2023-01-01 04:57:00,0
user_18,retiro,13564.7,128923.16,115358.46,2023-01-01 04:58:00,0
user_47,retiro,17206.2,105991.64,88785.44,2023-01-01 04:59:00,0
user_79,recarga,1000.0,332619.44,333619.44,2023-01-01 05:00:00,0
user_2,retiro,32386.62,425679.41,393292.79,2023-01-01 05:01:00,0
user_19,retiro,4834.37,205439.4,200605.03,2023-01-01 05:02:00,0
user_23,recarga,31466.72,279822.93,311289.65,2023-01-01 05:03:00,0
user_53,recarga,29314.79,356296.11,385610.89999999997,2023-01-01 05:04:00,0
user_32,retiro,19451.64,38564.83,19113.190000000002,2023-01-01 05:05:00,0
user_23,retiro,16606.38,181939.55,165333.16999999998,2023-01-01 05:06:00,0
user_74,retiro,7415.09,367578.92,360163.82999999996,2023-01-01 05:07:00,0
user_71,recarga,10016.65,345463.32,355479.97000000003,2023-01-01 05:08:00,0
user_35,recarga,32528.89,36140.38,68669.26999999999,2023-01-01 05:09:00,0
user_37,recarga,20930.21,126531.06,147461.27,2023-01-01 05:10:00,0
user_83,recarga,29175.99,343179.04,372355.02999999997,2023-01-01 05:11:00,0
user_98,recarga,28764.15,142993.86,171758.00999999998,2023-01-01 05:12:00,0
user_88,retiro,20682.23,409061.04,388378.81,2023-01-01 05:13:00,0
user_98,recarga,23129.18,24457.38,47586.56,2023-01-01 05:14:00,0
user_24,retiro,13218.28,103270.04,90051.76,2023-01-01 05:15:00,0
user_92,recarga,19370.23,147843.36,167213.59,2023-01-01 05:16:00,0
user_17,recarga,24829.57,463392.02,488221.59,2023-01-01 05:17:00,0
user_81,recarga,22062.09,400196.29,422258.38,2023-01-01 05:18:00,0
user_65,recarga,15129.79,443231.09,458360.88,2023-01-01 05:19:00,0
user_53,recarga,26097.15,225834.78,251931.93,2023-01-01 05:20:00,0
user_34,retiro,5797.36,413055.42,407258.06,2023-01-01 05:21:00,0
user_79,retiro,5790.02,428211.85,422421.82999999996,2023-01-01 05:22:00,0
user_60,recarga,1895.83,205978.84,207874.66999999998,2023-01-01 05:23:00,0
user_40,recarga,20362.21,497286.31,517648.52,2023-01-01 05:24:00,0
user_99,retiro,20861.41,427106.93,406245.52,2023-01-01 05:25:00,0
user_32,recarga,14823.77,487307.51,502131.28,2023-01-01 05:26:00,0
user_67,recarga,25597.48,434583.58,460181.06,2023-01-01 05:27:00,0
user_32,recarga,5639.4,390339.78,395979.18000000005,2023-01-01 05:28:00,0
user_13,retiro,6995.84,472483.5,465487.66,2023-01-01 05:29:00,0
user_20,recarga,20304.4,215711.43,236015.83,2023-01-01 05:30:00,0
user_47,recarga,9500.5,393833.38,403333.88,2023-01-01 05:31:00,0
user_19,retiro,26522.85,114316.69,87793.84,2023-01-01 05:32:00,0
user_7,recarga,12384.47,369068.99,381453.45999999996,2023-01-01 05:33:00,0
user_6,recarga,41974.84,394823.11,436797.94999999995,2023-01-01 05:34:00,0
user_66,recarga,32019.67,361096.96,393116.63,2023-01-01 05:35:00,0
user_16,retiro,18142.23,426408.4,408266.17000000004,2023-01-01 05:36:00,0
user_32,recarga,15682.51,212534.37,228216.88,2023-01-01 05:37:00,0
user_47,retiro,7531.25,276936.38,269405.13,2023-01-01 05:38:00,0
user_75,retiro,21645.57,15227.03,-6418.539999999999,2023-01-01 05:39:00,0
user_58,recarga,22545.33,81566.05,104111.38,2023-01-01 05:40:00,0
user_85,retiro,21621.91,325655.02,304033.11000000004,2023-01-01 05:41:00,0
user_21,recarga,17904.12,285535.43,303439.55,2023-01-01 05:42:00,0
user_29,recarga,20780.13,106692.93,127473.06,2023-01-01 05:43:00,0
user_37,recarga,22902.75,129297.75,152200.5,2023-01-01 05:44:00,0
user_50,recarga,23133.63,178600.28,201733.91,2023-01-01 05:45:00,0
user_53,recarga,27308.32,361043.21,388351.53,2023-01-01 05:46:00,0
user_7,recarga,33417.2,308761.14,342178.34,2023-01-01 05:47:00,0
user_26,recarga,30125.64,44089.92,74215.56,2023-01-01 05:48:00,0
user_26,retiro,13091.0,382370.18,369279.18,2023-01-01 05:49:00,0
user_97,recarga,7422.96,138703.19,146126.15,2023-01-01 05:50:00,0
user_20,retiro,27863.49,339162.24,311298.75,2023-01-01 05:51:00,0
user_29,recarga,28188.06,70447.79,98635.84999999999,2023-01-01 05:52:00,0
user_96,recarga,17442.09,498981.43,516423.52,2023-01-01 05:53:00,0
user_27,recarga,20297.39,49364.23,69661.62,2023-01-01 05:54:00,0
user_63,recarga,20655.81,373449.67,394105.48,2023-01-01 05:55:00,0
user_96,recarga,15621.78,275251.88,290873.66000000003,2023-01-01 05:56:00,0
user_68,retiro,1000.0,52110.2,51110.2,2023-01-01 05:57:00,0
