user_id,transaction_type,amount,balance_before,balance_after,timestamp,is_anomaly,balance_ratio,amount_to_balance_ratio,norm_amount
user_6,1,19461.59,327711.52,347173.11000000004,2023-01-06 03:47:00,0,-0.0090633080339046,-0.4404083596720588,0.2541498955718474
user_80,-1,23545.46,284735.55,261190.09,2023-01-06 19:11:00,0,-0.0403243063174892,-0.1108807517849298,0.4581887855141121
user_63,-1,24272.79,320260.4,295987.61000000004,2023-01-01 18:36:00,0,-0.0388052329867782,-0.2035253713235097,0.490565202243154
user_17,-1,18293.3,44319.23,26025.930000000004,2023-01-06 05:48:00,0,-0.1130452390705226,1.8401043320815929,0.1873470149427671
user_91,1,33617.02,378309.82,411926.84,2023-01-05 13:19:00,0,-0.0025809812215784,-0.0313510415520323,0.8335614603985371
user_68,-1,9199.79,169008.91,159809.12,2023-01-06 10:35:00,0,-0.0341048026204182,-0.5168610267604516,-0.5708588625804382
user_81,1,28612.23,404642.25,433254.48,2023-01-04 09:34:00,0,-0.006572815608839,-0.2743123228314918,0.6646086909965075
user_68,1,16481.18,81748.05,98229.23,2023-01-04 05:45:00,0,0.0222068579687195,1.0076917392098252,0.0742336941242712
user_21,1,11535.11,182284.65,193819.76,2023-01-07 10:52:00,0,-0.008206762684452,-0.3819471859298461,-0.3179498187613211
user_36,1,6310.59,55980.7,62291.28999999999,2023-01-01 23:40:00,0,0.002667317351608,0.2496161599993223,-0.9998007755837344
user_18,1,15371.06,47115.74,62486.8,2023-01-05 07:51:00,0,0.0495916763188968,1.6018068775831629,-0.001766218323208
user_66,1,20072.55,194014.21,214086.76,2023-01-03 17:16:00,0,0.0006291965305645,0.1453068896048259,0.2874137996557296
user_33,-1,23477.46,119002.05,95524.59,2023-01-03 18:13:00,0,-0.0655554961928526,0.9790464004295836,0.4551078621253156
user_70,1,11589.38,22939.59,34528.97,2023-01-06 15:17:00,0,0.0888901822865341,2.006888727036092,-0.3127375891305348
user_63,1,25908.69,22683.19,48591.88,2023-01-06 12:51:00,0,0.2285329541867318,2.339604121031285,0.5597814321501976
user_88,-1,13765.02,90397.89,76632.87,2023-01-02 14:13:00,0,-0.0556422434315366,0.6352632705334016,-0.1226766110267255
user_37,1,27682.49,203198.71,230881.2,2023-01-01 11:54:00,0,0.0078355729874131,0.489604809531647,0.6297879157317331
user_29,1,9823.61,144912.83,154736.44,2023-01-02 18:33:00,0,-0.007215055721106,-0.3160233590222951,-0.4971637458032371
user_56,1,12024.93,22537.85,34562.78,2023-01-04 06:06:00,0,0.0951082548537235,2.0455553356572587,-0.2718192039935614
user_6,1,15626.63,327941.92,343568.55,2023-01-07 03:25:00,0,-0.0116445990868902,-0.6255472668704484,0.016233862678867
user_58,1,24808.16,189270.46,214078.62,2023-01-04 19:13:00,0,0.006700848086576,0.439741235853937,0.5137472114314984
user_85,-1,11035.11,466376.24,455341.13,2023-01-03 11:24:00,0,-0.0273331170120462,-1.050201572185389,-0.3672290000688433
user_14,1,35539.15,64530.07,100069.22,2023-01-06 15:23:00,0,0.0988816677378078,2.0667913906001507,0.8914694328332029
user_20,-1,13604.5,449801.71,436197.21,2023-01-07 05:36:00,0,-0.0287819164753523,-0.927016183697247,-0.1355744418161326
user_11,1,16689.08,494002.71,510691.79,2023-01-07 06:13:00,0,-0.0146949112855994,-0.8629697370290741,0.0878629419329898
user_83,-1,18177.21,56534.51,38357.3,2023-01-05 17:56:00,0,-0.0929291378357032,1.5856537024321522,0.1804636349144255
user_7,-1,1172.38,88177.04,87004.65999999999,2023-01-06 11:38:00,0,-0.0250523312563007,-1.255210317723481,-3.034566162842525
user_59,1,28297.91,274526.78,302824.69,2023-01-02 22:24:00,0,0.0005455688374069,0.140900971653791,0.6529724683341488
user_77,-1,19366.59,361562.64,342196.05,2023-01-05 06:26:00,0,-0.0339132987577811,-0.5305432350260261,0.2488784345155444
user_23,-1,17167.62,431226.27,414058.65,2023-01-06 00:21:00,0,-0.0308868550205527,-0.7571632389531067,0.1185633506673774
user_18,1,1420.24,38502.72,39922.96,2023-01-03 12:57:00,0,-0.0140122584691126,-0.8079824758184553,-2.79254273504534
user_61,1,19409.6,235137.69,254547.29,2023-01-01 03:14:00,0,-0.0039698360282159,-0.112809142482008,0.2512684024705519
user_61,1,4970018.15,447261.25,5417279.4,2023-01-01 01:24:00,1,2.391736400757424,2.39129818636323,5.351445965203884
user_86,1,37522.11,55698.4,93220.51,2023-01-03 15:38:00,0,0.1258518967538392,2.1809849111343294,0.9478344357801572
user_76,1,10012.74,194841.26,204854.0,2023-01-07 04:12:00,0,-0.0108222693204246,-0.5650640528449593,-0.4757965650777404
user_65,1,9122.64,252979.15,262101.79,2023-01-05 00:24:00,0,-0.0141939335790128,-0.8225089709355025,-0.5803388500134476
user_59,1,9651.09,169584.59,179235.68,2023-01-01 18:44:00,0,-0.0096079304678122,-0.4783333072286339,-0.5170376402413405
user_62,-1,32029.56,126176.82,94147.26,2023-01-01 21:15:00,0,-0.0780150596935857,1.305016567386343,0.7830286832073159
user_46,1,10591.51,76597.64,87189.15,2023-01-03 02:52:00,0,0.0082843133295476,0.508909879313521,-0.4129701283843716
user_29,-1,23409.8,97934.36,74524.56,2023-01-02 06:33:00,0,-0.0747519755469693,1.2290950318551546,0.4520329533525932
user_66,-1,6306.84,229832.55,223525.71,2023-01-06 04:46:00,0,-0.0281647930435433,-0.9788423841801452,-1.000484670893712
user_71,-1,17792.56,135615.05,117822.49,2023-01-02 10:03:00,0,-0.0510024831528259,0.4409813422347347,0.157319284208926
user_72,1,17090.13,260188.05,277278.18,2023-01-03 18:05:00,0,-0.0076782474888544,-0.3465822420757533,0.1136539656267279
user_80,-1,13748.03,55534.4,41786.37,2023-01-04 05:08:00,0,-0.0766297259783711,1.2735200488375826,-0.124034208309906
user_47,-1,11221.25,187706.2,176484.95,2023-01-01 05:59:00,0,-0.0352815995886493,-0.434419607889363,-0.3486122233245938
user_32,1,19646.11,156361.47,176007.58000000002,2023-01-06 09:39:00,0,0.0055076037743672,0.3856404699585817,0.2643113452771811
user_1,1,11366.35,169395.23,180761.58,2023-01-05 06:47:00,0,-0.0073668554510153,-0.3259939259267109,-0.3343253854727842
user_10,1,41150.52,283891.85,325042.37,2023-01-04 13:26:00,0,0.0097522319190216,0.5704714107569411,1.0432483149411684
user_79,-1,29287.32,343842.36,314555.04,2023-01-07 21:17:00,0,-0.0408711077469977,-0.0784893761767885,0.6891497970091369
user_7,1,13284.35,336852.74,350137.09,2023-01-04 19:28:00,0,-0.0134513555342286,-0.7636177755184153,-0.1617866448132215
user_5,-1,1000.0,241639.07,240639.07,2023-01-06 10:14:00,0,-0.0230375132604829,-1.4483571755873297,-3.2372992603404827
user_64,-1,22180.92,50703.05,28522.130000000005,2023-01-04 12:25:00,0,-0.1184942451556339,1.8918385736201304,0.3944868433095709
user_48,-1,6741.19,422720.22,415979.03,2023-01-04 11:15:00,0,-0.0256357191785353,-1.201435301455107,-0.9240048617968508
user_25,1,24693.08,458948.58,483641.66,2023-01-03 03:25:00,0,-0.0102912234310411,-0.5267619606797006,0.5088091227760602
user_41,-1,1000.0,340144.46,339144.46,2023-01-06 19:17:00,0,-0.0227738292765375,-1.4745157440697592,-3.2372992603404827
user_79,1,24856.13,198370.98,223227.11,2023-01-02 13:25:00,0,0.0054319180389502,0.382149910363566,0.5157984501645329
user_11,1,10841.88,480941.16,491783.04,2023-01-02 02:05:00,0,-0.0171675562994425,-1.071655391141568,-0.3869098692119476
user_37,1,40702.53,182581.14,223283.67,2023-01-01 14:35:00,0,0.0268923448388019,1.139339355775277,1.0319604330445478
user_50,1,13480.5,123783.71,137264.21000000002,2023-01-05 02:47:00,0,0.0018264021692071,0.207283744247256,-0.1456486562385694
user_9,1,12226.11,372839.99,385066.1,2023-01-04 09:37:00,0,-0.0149130232940206,-0.8807720747398197,-0.2534457491638129
user_50,-1,24104.75,153889.15,129784.4,2023-01-06 04:05:00,0,-0.0566035406914852,0.6726136416285896,0.4831771601735669
user_71,1,26632.18,408346.19,434978.37,2023-01-03 06:14:00,0,-0.0077803317287258,-0.3533716022717774,0.5889303832270901
user_21,1,17904.12,285535.43,303439.55,2023-01-01 05:42:00,0,-0.0083336862932128,-0.3905198757139372,0.1640859540865938
user_77,1,17059.46,367188.42,384247.88,2023-01-05 11:14:00,0,-0.0119065503975445,-0.6451185757381444,0.1117043530623018
user_53,1,23521.6,83120.98,106642.58,2023-01-04 10:00:00,0,0.0400880277850964,1.4380006825122122,0.4571088177695972
user_68,1,7827.56,97105.48,104933.04,2023-01-01 04:53:00,0,-0.0043957855782151,-0.1384335113192576,-0.7535098808268561
user_16,-1,24259.82,304338.39,280078.57,2023-01-05 03:32:00,0,-0.0396685910462843,-0.1503855433746418,0.4899968946377404
user_95,1,25099.75,80013.49,105113.24,2023-01-04 16:09:00,0,0.0468355848339909,1.5579690615050863,0.5261515805197031
user_4,-1,19768.34,184816.77,165048.43,2023-01-03 01:14:00,0,-0.0456665893892398,0.1854125659488041,0.2709870338060769
user_71,1,10686.01,390688.1,401374.11,2023-01-05 18:23:00,0,-0.0161097179072829,-0.980507323618106,-0.4030580380183244
user_98,1,4319.39,210163.41,214482.8,2023-01-01 04:57:00,0,-0.0176054449009169,-1.110231049203953,-1.4408458608745642
user_28,-1,6690.57,64203.1,57512.53,2023-01-06 08:08:00,0,-0.0450606901072029,0.1539693265140573,-0.9326452337105288
user_81,-1,19590.19,117986.11,98395.92,2023-01-02 18:55:00,0,-0.0586736944613541,0.7499192137412434,0.2612425571800119
user_64,-1,28080.93,373104.03,345023.10000000003,2023-01-04 18:13:00,0,-0.0386890660604722,-0.2107748275892564,0.6448596928116045
user_5,-1,14660.41,196470.61,181810.2,2023-01-05 21:16:00,0,-0.03854728682983,-0.2196549572734927,-0.0535335958978948
user_75,-1,25083.75,213971.34,188887.59,2023-01-07 07:18:00,0,-0.0479269593331528,0.2982149861616721,0.5254748979772708
user_51,1,27506.75,222455.35,249962.1,2023-01-06 22:50:00,0,0.0050689988764275,0.3653129051122408,0.6230670675409071
user_92,1,19259.17,261403.88,280663.05,2023-01-01 09:34:00,0,-0.0059205080964484,-0.2327181845672897,0.2428847235232126
user_56,-1,23986.67,14347.91,-9638.759999999998,2023-01-04 10:22:00,0,-0.3921585386732115,2.376577632863801,0.4779529672770416
user_11,1,30613.96,194468.29,225082.25,2023-01-06 21:29:00,0,0.0124942449884048,0.6792455484211096,0.7356779242081175
user_80,1,3601928.25,428403.59,4030331.84,2023-01-05 04:21:00,1,1.8076621146979008,2.3912894357210304,5.098495168559615
user_91,1,14289.21,337580.55,351869.76,2023-01-05 12:05:00,0,-0.0128152972992995,-0.7141804194227237,-0.0816404889551004
user_88,-1,13462.77,126899.7,113436.93,2023-01-01 16:20:00,0,-0.0454746331966768,0.1755075875696692,-0.1470971177737975
user_47,1,24496.23,22532.74,47028.97,2023-01-06 16:35:00,0,0.2164754416333427,2.331355873366347,0.500305532441237
user_54,-1,3600804.78,64688.74,-3536116.04,2023-01-02 02:50:00,1,-12.755733604895386,2.391300915495207,5.098247749566945
user_26,1,20181.51,193279.52,213461.03,2023-01-07 17:30:00,0,0.0008396386128907,0.1563492469216117,0.2932334177168068
user_85,-1,12537.48,65383.35,52845.87,2023-01-06 04:18:00,0,-0.0643369159569547,0.941363417845722,-0.2256305733266828
user_75,1,8577.6,472684.0,481261.6,2023-01-01 12:30:00,0,-0.0181347286489184,-1.157534124024376,-0.6498299111956132
user_4,1,35817.64,256281.73,292099.37,2023-01-07 12:34:00,0,0.008610631106956,0.5228037376616724,0.8995836016687394
user_50,-1,4317.62,461842.53,457524.91,2023-01-06 00:31:00,0,-0.0241838777655395,-1.337026896830524,-1.4413279835182893
user_44,-1,13067.57,180452.7,167385.13,2023-01-03 10:42:00,0,-0.0380623316318444,-0.2503002180244898,-0.1799180082726491
user_62,1,32510.33,135694.9,168205.22999999998,2023-01-05 19:24:00,0,0.0305525794823504,1.2320152237147155,0.798607728361559
user_7,1,9291.43,91162.0,100453.43,2023-01-02 23:21:00,0,0.0002912169707162,0.1274379185738873,-0.5597071277782782
user_48,1,13308.57,183575.32,196883.89,2023-01-02 11:17:00,0,-0.0061798938927018,-0.2491658402069824,-0.1597803739536135
user_58,-1,20747.44,23574.31,2826.8700000000026,2023-01-07 04:46:00,0,-0.2162883992599391,2.282729836671401,0.3229346974483771
user_45,1,7167.57,249126.88,256294.45,2023-01-05 13:56:00,0,-0.0157975677613896,-0.954151736291708,-0.8538413471719162
user_96,1,24447.22,489836.19,514283.41,2023-01-01 19:37:00,0,-0.0111478562813355,-0.5888393703802083,0.4981771341364002
user_33,1,10261.16,356295.91,366557.07,2023-01-07 01:47:00,0,-0.0157912360093411,-0.953619641176376,-0.4483711915288807
user_85,1,18004.95,383741.36,401746.31,2023-01-05 13:22:00,0,-0.0118054125884652,-0.6375445840447831,0.1701635064260334
user_2,1,25453.76,183388.36,208842.12,2023-01-07 10:20:00,0,0.0083991683926654,0.5138139416226966,0.5410078898577361
user_48,-1,7011.24,406997.0,399985.76,2023-01-07 03:16:00,0,-0.025917269616631,-1.175816958948297,-0.87904061613029
user_19,-1,8491.55,325022.03,316530.48000000004,2023-01-01 07:03:00,0,-0.0278754482970687,-1.003469336005504,-0.6612270470316746
user_49,1,9376.7,134556.04,143932.74000000002,2023-01-06 21:27:00,0,-0.0067979683691613,-0.2888486020533009,-0.5494346366234799
user_38,-1,22083.95,303517.39,281433.44,2023-01-02 13:13:00,0,-0.0381381760194754,-0.2454796505541376,0.3898030445836907
user_23,-1,12021.6,48256.7,36235.1,2023-01-07 15:22:00,0,-0.0769731848512511,1.2814279454083692,-0.2721260586352582
user_72,-1,13599.91,322247.37,308647.46,2023-01-07 10:28:00,0,-0.0314132726180737,-0.7162981453599006,-0.1359456149581638
user_66,1,13275.92,206916.69,220192.61,2023-01-01 08:19:00,0,-0.0080132270815856,-0.3689350556045863,-0.16248585487639
user_61,-1,4129088.59,230455.15,-3898633.44,2023-01-01 20:27:00,1,-4.073495962529924,2.391300699533622,5.206391702878326
user_54,-1,1172.1,164169.83,162997.72999999998,2023-01-05 03:13:00,0,-0.0236978225569093,-1.3837603609997724,-3.0348692590096293
user_34,-1,24080.36,53962.64,29882.28,2023-01-02 18:16:00,0,-0.1204297103745436,1.9088228864911752,0.4821003008562972
user_32,1,30429.09,55061.91,85491.0,2023-01-07 19:41:00,0,0.0992978143116168,2.069038237460619,0.729323556750684
user_37,1,27543.68,450011.44,477555.12,2023-01-07 02:24:00,0,-0.0086629501976741,-0.4129046157546803,0.6244831515853732
user_24,1,20850.71,456500.76,477351.47,2023-01-03 13:46:00,0,-0.012079132154587,-0.658094298500062,0.3282619266489392
user_22,-1,1000.0,272146.6,271146.6,2023-01-01 18:02:00,0,-0.0229354446673796,-1.4584580270958714,-3.2372992603404827
user_97,1,37557.91,44062.32,81620.23000000001,2023-01-02 19:02:00,0,0.1650388862381508,2.2731683387459785,0.9488228328120856
user_92,-1,10511.9,396253.62,385741.72,2023-01-07 17:54:00,0,-0.0279639354386865,-0.9959155316789244,-0.4213933349806298
user_33,-1,5668.71,147593.42,141924.71000000002,2023-01-03 14:19:00,0,-0.0305779916901553,-0.7814342352884832,-1.1236013692707465
user_77,-1,5434.84,255205.94,249771.1,2023-01-02 12:48:00,0,-0.0268126193122039,-1.095765959845182,-1.1724392493679112
user_58,1,22545.33,81566.05,104111.38,2023-01-01 05:40:00,0,0.0386435395764156,1.4097456269062605,0.4118966396857445
user_36,1,16143.96,168612.04,184756.0,2023-01-07 22:19:00,0,-0.00106689041383,0.0539299608098628,0.0517348926176252
user_23,1,14333.95,57245.46,71579.41,2023-01-06 19:51:00,0,0.0329281473469028,1.2878556802207182,-0.0782121083141322
user_35,1,25599.64,11576.86,37176.5,2023-01-06 07:13:00,0,0.4622587250051032,2.38612615813182,0.5470663319205148
user_51,1,25085.24,235374.89,260460.13,2023-01-06 03:54:00,0,0.0013144990603841,0.1810327085957446,0.5255379333304717
user_27,-1,10710.95,466995.68,456284.73,2023-01-01 02:04:00,0,-0.0271734733866786,-1.0641018815548668,-0.400457557401028
user_27,1,45375.59,13453.33,58828.92,2023-01-07 09:18:00,0,0.7154927030773036,2.390406396129021,1.1437155048459515
user_3,-1,7181.52,491325.02,484143.5,2023-01-02 07:28:00,0,-0.0253429634036376,-1.2283031602157122,-0.8516210403872891
user_84,1,19544.91,353202.38,372747.29,2023-01-06 19:03:00,0,-0.00995410503596,-0.5027495465025882,0.2587508709516078
user_87,1,30943.61,410324.06,441267.67,2023-01-02 04:37:00,0,-0.0055385597141168,-0.2087174400528207,0.7469085299133831
user_71,1,16995.03,182436.04,199431.07,2023-01-06 08:49:00,0,-0.0016364656483807,0.0222691624849942,0.1075965921192591
user_29,1,27965.94,215015.78,242981.72,2023-01-02 09:38:00,0,0.0064792343510347,0.4298243616771522,0.6405333271708852
user_8,-1,16014.06,261468.3,245454.24,2023-01-01 18:14:00,0,-0.035604182695658,-0.4123031953876656,0.0429351321227747
user_21,1,12070.69,17612.18,29682.870000000003,2023-01-02 07:42:00,0,0.1284169695109223,2.189148025690042,-0.2676115744216924
user_2,-1,1000.0,481679.41,480679.41,2023-01-06 10:46:00,0,-0.0225837677642201,-1.4935007594359533,-3.2372992603404827
user_78,1,12102.31,168052.23,180154.54,2023-01-07 13:43:00,0,-0.0062857550011285,-0.2559132804365244,-0.2647139701247555
user_81,1,37859.44,448044.61,485904.05,2023-01-01 01:37:00,0,-0.0035402074940902,-0.0872718180603701,0.9571083653419162
user_95,1,33190.76,468554.97,501745.73,2023-01-04 00:12:00,0,-0.0065449974676466,-0.272522769295143,0.8202447207055162
user_46,-1,12253.75,213106.6,200852.85,2023-01-01 12:13:00,0,-0.0347797373695205,-0.469237050887323,-0.250946462640615
user_57,1,11227.5,57172.57,68400.07,2023-01-01 00:26:00,0,0.0210572661794115,0.9729482984669322,-0.3479928151657834
user_45,1,25539.69,402235.08,427774.77,2023-01-05 15:57:00,0,-0.0081597650669767,-0.3787807445232644,0.5445810242439341
user_53,-1,23442.42,457097.11,433654.69,2023-01-07 12:50:00,0,-0.0334119380177573,-0.5667238430756013,0.4535165903353803
user_61,1,9053.3,96068.51,105121.81,2023-01-07 06:30:00,0,-0.001398558409327,0.0355545340978933,-0.5889318610989234
user_89,-1,9986.2,202419.88,192433.68,2023-01-06 06:46:00,0,-0.0329825057466311,-0.5981335530452668,-0.4787690587717925
user_44,1,23102.08,311465.76,334567.84,2023-01-05 06:42:00,0,-0.005811375447224,-0.2258340793921911,0.4379284421111201
user_69,1,18680.63,125393.67,144074.3,2023-01-01 03:57:00,0,0.0106370059699739,0.6064343170132056,0.2099830960011921
user_21,1,6859.51,95823.99,102683.5,2023-01-05 03:24:00,0,-0.0063804782516368,-0.2619679883700004,-0.9040737114246244
user_90,1,9181.58,162114.33,171295.90999999997,2023-01-07 15:24:00,0,-0.0096681375014316,-0.4825623658331527,-0.573088851494165
user_23,1,18228.15,230442.44,248670.59,2023-01-03 01:55:00,0,-0.0047274662672459,-0.1586003506965393,0.1834897579430935
user_17,1,30254.07,381738.31,411992.38,2023-01-02 00:14:00,0,-0.0046938697976932,-0.1565490434296894,0.7232699813339457
user_87,-1,11823.66,129539.39,117715.73,2023-01-06 23:03:00,0,-0.0422133826374986,-0.001046044903179,-0.2905294121596272
user_64,-1,1000.0,491843.35,490843.35,2023-01-03 22:19:00,0,-0.0225743287173064,-1.494446470772655,-3.2372992603404827
user_75,1,26319.26,206748.73,233067.99,2023-01-06 13:58:00,0,0.0058715432974994,0.4023258628534104,0.5764271965227774
user_91,1,39671.75,268103.93,307775.68,2023-01-01 12:53:00,0,0.010416207546547,0.597538398036501,1.0054807259884448
user_29,-1,8774.94,314354.91,305579.97,2023-01-07 19:12:00,0,-0.0282688950106129,-0.970033442448552,-0.6241433027962439
user_0,-1,12571.11,156008.15,143437.03999999998,2023-01-07 10:36:00,0,-0.0398593173853753,-0.1388196545597501,-0.2226701984098781
user_78,1,25990.92,61680.99,87671.91,2023-01-06 08:16:00,0,0.0704852838665352,1.858828743321867,0.563137547206446
user_3,1,13050.36,186018.12,199068.48,2023-01-06 19:40:00,0,-0.0066945593028347,-0.282160786461191,-0.1813710625700025
user_52,1,26639.64,191402.62,218042.26,2023-01-05 15:19:00,0,0.0084836233806315,0.5174104109292932,0.5892265575799672
user_14,1,12214.17,104235.73,116449.9,2023-01-02 02:53:00,0,0.0036458828303101,0.2976701697384399,-0.2545272480359032
user_76,1,29317.3,467986.51,497303.81,2023-01-01 12:52:00,0,-0.0083464567295021,-0.3913841408277355,0.6902257120376437
user_96,1,15454.71,105185.08,120639.79,2023-01-04 11:19:00,0,0.0101869482053386,0.5882464120937387,0.0041600025426787
user_3,1,20051.82,470549.52,490601.34,2023-01-03 23:06:00,0,-0.0127525360357554,-0.7093518437961864,0.2863028122311143
user_54,1,23752.55,211880.09,235632.64,2023-01-03 18:51:00,0,0.002530059911794,0.24277278382004,0.4675138556144541
user_23,1,23544.12,318171.38,341715.5,2023-01-04 03:15:00,0,-0.0058496210701003,-0.2282442015277118,0.4581281642224762
user_96,-1,6293.91,250645.4,244351.49,2023-01-07 09:21:00,0,-0.0276520485622256,-1.022628482003983,-1.0028460468354734
user_70,-1,15637.78,419926.22,404288.44,2023-01-06 23:32:00,0,-0.0303209102366539,-0.8018041700442028,0.017012060332872
user_37,1,12996.85,381800.43,394797.28,2023-01-04 10:39:00,0,-0.0146382518295944,-0.8583638202720562,-0.1859019473110738
user_86,-1,27396.44,42376.16,14979.720000000005,2023-01-04 23:30:00,0,-0.1646379812024646,2.1604834279830074,0.618825206214553
user_3,-1,21955.41,371049.38,349093.97000000003,2023-01-03 08:41:00,0,-0.03514739469132,-0.4436811835275752,0.3835606981700895
user_76,-1,19171.37,384177.3,365005.93,2023-01-06 09:54:00,0,-0.0331075746263742,-0.5889453758514333,0.2379594060207327
user_72,-1,13175.75,249987.92,236812.17,2023-01-03 17:05:00,0,-0.0337244676446914,-0.54410872478979,-0.1708304179158473
user_0,1,14277.79,192015.53,206293.32,2023-01-06 11:12:00,0,-0.0057706136648878,-0.2232682641545138,-0.0825174124217483
user_16,-1,26132.35,352875.01,326742.66000000003,2023-01-07 13:48:00,0,-0.0384233042494045,-0.2274496647818731,0.5688836298374885
user_86,-1,18193.56,371161.02,352967.46,2023-01-05 08:15:00,0,-0.0329129382376351,-0.6032587537600329,0.1814358942850609
user_71,1,30059.98,385537.97,415597.95,2023-01-05 02:30:00,0,-0.0049763626790741,-0.1738578627317526,0.7165133109676087
user_80,-1,31057.49,355835.99,324778.5,2023-01-03 16:27:00,0,-0.041334173457646,-0.0514437234392115,0.7507588153114457
